ProductID;ProductName;Price;CategoryID;Class;ModifyDate;Resistant;IsAllergic;VitalityDays;CategoryName
7;Table Cloth - 53x69 Colour;31,837;9;Medium;02/24/2017 15:14;Durable;False;0;Poultry
18;Lamb - Whole, Fresh;23,3966;10;Medium;12/19/2017 16:45;Unknown;False;0;Snails
31;Yeast Dry - Fermipan;73,9851;2;Medium;04/17/2017 23:33;Durable;False;0;Shell fish
37;Nut - Pistachio, Shelled;80,3171;7;Low;02/27/2017 14:01;Unknown;False;0;Meat
38;Sage - Ground;81,6579;6;High;09/26/2017 0:45;Weak;False;0;Seafood
42;Bread - Raisin Walnut Oval;81,0488;1;High;04/01/2018 8:39;Weak;False;0;Confections
46;Lambcasing;86,7915;9;High;07/12/2017 21:27;Durable;False;0;Poultry
47;Thyme - Lemon, Fresh;47,1339;9;High;02/16/2018 2:50;Weak;False;0;Poultry
49;Bacardi Breezer - Tropical;61,4317;8;High;01/03/2017 12:21;Durable;False;0;Grain
52;Turnip - White, Organic;55,6059;1;Low;06/27/2017 6:39;Durable;False;0;Confections
56;Chips Potato Salt Vinegar 43g;46,4033;9;Low;10/10/2017 18:13;Weak;False;0;Poultry
59;Pastry - Butterscotch Baked;73,5389;10;High;04/08/2017 9:15;Unknown;False;0;Snails
65;Brandy - Bar;21,1106;3;High;04/14/2017 10:38;Weak;False;0;Cereals
66;Pie Filling - Cherry;9,8823;7;Medium;05/06/2018 2:33;Weak;False;0;Meat
72;Bar - Granola Trail Mix Fruit Nut;62,2603;4;High;10/13/2017 13:17;Durable;False;0;Dairy
77;Potatoes - Idaho 100 Count;11,4971;9;Medium;02/04/2018 0:28;Durable;False;0;Poultry
84;Peas - Frozen;90,3019;1;Medium;08/25/2017 17:19;Durable;False;0;Confections
86;Longos - Grilled Chicken With;18,3791;2;Low;02/28/2018 16:54;Weak;False;0;Shell fish
87;Wine - Pinot Noir Latour;3,7847;7;Low;04/02/2017 2:46;Unknown;False;0;Meat
96;Cheese - Bocconcini;62,1993;7;High;07/07/2017 5:12;Unknown;False;0;Meat
98;Shrimp - 31/40;99,8755;3;High;01/07/2017 20:56;Weak;False;0;Cereals
102;Rosemary - Primerba, Paste;62,257;4;High;06/14/2017 23:06;Unknown;False;0;Dairy
104;Tia Maria;98,2471;5;High;01/04/2018 20:59;Unknown;False;0;Beverages
107;Bread - French Baquette;7,4151;1;High;02/10/2017 11:45;Weak;False;0;Confections
109;Muffin - Zero Transfat;49,3791;1;Medium;02/15/2018 8:20;Durable;False;0;Confections
115;Ocean Spray - Ruby Red;45,0466;11;Low;08/22/2017 2:01;Weak;False;0;Produce
119;Soup Campbells - Italian Wedding;29,6372;11;Medium;02/06/2018 15:52;Unknown;False;0;Produce
122;Table Cloth 62x114 White;11,7845;4;High;02/19/2018 6:40;Weak;False;0;Dairy
125;Nut - Chestnuts, Whole;6,1417;9;Low;01/07/2017 1:17;Weak;False;0;Poultry
130;Beef Wellington;41,9808;2;Low;03/11/2017 13:58;Unknown;False;0;Shell fish
131;Anchovy Paste - 56 G Tube;40,8967;3;Medium;11/03/2017 3:41;Durable;False;0;Cereals
137;Wine - White, Schroder And Schyl;84,0566;10;Low;02/19/2018 6:30;Durable;False;0;Snails
139;Chicken - Wieners;21,423;1;High;08/09/2017 12:41;Weak;False;0;Confections
144;Placemat - Scallop, White;95,7865;5;Medium;03/09/2018 23:44;Durable;False;0;Beverages
146;Bananas;75,2486;7;High;03/18/2017 0:33;Durable;False;0;Meat
147;Cheese - Mozzarella;49,6197;5;High;05/29/2017 15:26;Unknown;False;0;Beverages
150;Langers - Ruby Red Grapfruit;40,6552;9;High;04/10/2018 21:39;Durable;False;0;Poultry
153;Arizona - Green Tea;70,2382;4;Low;04/10/2017 5:04;Weak;False;0;Dairy
155;Peas - Pigeon, Dry;63,5524;9;High;02/21/2017 14:39;Weak;False;0;Poultry
156;Sprouts - Alfalfa;71,2264;1;High;05/09/2018 20:18;Durable;False;0;Confections
164;Loquat;7,3982;11;Medium;12/07/2017 18:21;Unknown;False;0;Produce
165;Bread Crumbs - Japanese Style;0,0449;6;Low;03/26/2017 4:19;Unknown;False;0;Seafood
166;Tray - 16in Rnd Blk;23,2843;5;High;04/25/2018 14:14;Durable;False;0;Beverages
167;Knife Plastic - White;78,8615;11;Medium;05/26/2017 4:31;Durable;False;0;Produce
169;Water - Aquafina Vitamin;68,5996;10;Medium;07/26/2017 0:08;Unknown;False;0;Snails
170;Initation Crab Meat;20,6553;1;Medium;12/26/2017 8:27;Durable;False;0;Confections
171;Gloves - Goldtouch Disposable;21,6794;5;High;03/21/2018 1:14;Durable;False;0;Beverages
173;Rosemary - Dry;44,544;8;Low;09/24/2017 5:59;Durable;False;0;Grain
181;Phyllo Dough;64,5718;1;Medium;02/24/2017 18:32;Unknown;False;0;Confections
183;Spice - Peppercorn Melange;6,2154;4;High;04/27/2018 14:35;Weak;False;0;Dairy
186;Muffin Mix - Blueberry;82,0839;8;Low;03/15/2017 1:42;Weak;False;0;Grain
194;Lettuce - Frisee;66,7357;6;Medium;02/12/2018 18:01;Unknown;False;0;Seafood
200;Garlic - Peeled;11,1295;5;Medium;05/02/2017 13:23;Weak;False;0;Beverages
219;Assorted Desserts;58,9787;5;Low;01/08/2017 14:46;Durable;False;0;Beverages
220;Meldea Green Tea Liquor;17,961;10;Low;01/12/2017 2:36;Weak;False;0;Snails
221;Bread Crumbs - Panko;81,9008;3;Low;07/06/2017 15:47;Unknown;False;0;Cereals
222;Sole - Dover, Whole, Fresh;0,6846;3;High;03/08/2018 7:37;Unknown;False;0;Cereals
224;Flour - Pastry;28,8618;1;High;08/09/2017 5:22;Weak;False;0;Confections
227;Cheese - Taleggio D.o.p.;55,4699;5;Low;04/14/2018 0:24;Weak;False;0;Beverages
232;Quiche Assorted;33,949;3;Medium;01/12/2018 18:03;Weak;False;0;Cereals
235;Bread - English Muffin;34,5061;6;High;05/09/2018 4:42;Durable;False;0;Seafood
238;Garlic;28,4065;6;Medium;05/22/2017 21:55;Durable;False;0;Seafood
240;Wine - Chablis 2003 Champs;70,8596;4;Low;05/14/2017 16:57;Weak;False;0;Dairy
250;Soup - Campbells, Beef Barley;64,4951;1;Low;05/17/2017 1:55;Durable;False;0;Confections
255;Kellogs All Bran Bars;29,2287;3;Low;03/05/2018 21:35;Weak;False;0;Cereals
263;Soupfoamcont12oz 112con;50,7497;7;Low;03/20/2018 0:16;Weak;False;0;Meat
268;Vanilla Beans;97,8435;9;Low;01/25/2017 7:58;Durable;False;0;Poultry
274;Papayas;88,1192;2;Low;01/03/2018 21:48;Weak;False;0;Shell fish
280;Onion Powder;61,8352;5;Medium;01/26/2018 10:28;Durable;False;0;Beverages
283;Bread Fig And Almond;1,1882;4;Low;07/16/2017 18:05;Durable;False;0;Dairy
284;Beer - Rickards Red;93,4888;9;Low;03/13/2017 6:30;Weak;False;0;Poultry
289;Sword Pick Asst;43,5169;10;Low;05/03/2017 8:05;Durable;False;0;Snails
291;Crab - Dungeness, Whole;1,2559;2;Medium;07/05/2017 23:42;Unknown;False;0;Shell fish
292;Turkey - Oven Roast Breast;34,5364;8;Low;11/13/2017 2:37;Unknown;False;0;Grain
298;Pop Shoppe Cream Soda;95,7387;4;Medium;06/03/2017 1:25;Unknown;False;0;Dairy
299;Fuji Apples;80,1371;4;Medium;02/24/2018 2:57;Unknown;False;0;Dairy
303;Cod - Black Whole Fillet;72,6133;7;High;06/28/2017 14:09;Unknown;False;0;Meat
310;Coffee - Dark Roast;79,978;9;Low;01/14/2018 19:33;Weak;False;0;Poultry
317;Water - Green Tea Refresher;35,2723;3;Low;02/10/2018 13:54;Weak;False;0;Cereals
326;Appetizer - Mushroom Tart;38,859;9;High;02/07/2018 10:01;Unknown;False;0;Poultry
327;Appetizer - Mini Egg Roll, Shrimp;7,1436;2;Medium;06/20/2017 8:14;Unknown;False;0;Shell fish
330;Olives - Kalamata;18,7914;10;Medium;02/05/2018 23:08;Unknown;False;0;Snails
332;Bouq All Italian - Primerba;59,7578;5;Low;04/12/2018 8:47;Unknown;False;0;Beverages
333;Cheese - Cottage Cheese;20,2364;7;High;01/23/2018 5:25;Weak;False;0;Meat
343;Otomegusa Dashi Konbu;51,2061;1;High;12/07/2017 12:03;Durable;False;0;Confections
354;Crackers Cheez It;6,6975;7;Medium;03/05/2017 3:14;Unknown;False;0;Meat
357;Tilapia - Fillets;6,8332;2;Medium;05/27/2017 0:14;Durable;False;0;Shell fish
366;Tahini Paste;80,4483;4;High;01/25/2018 17:24;Unknown;False;0;Dairy
368;Flour - Teff;18,2978;4;Low;12/14/2017 13:54;Unknown;False;0;Dairy
373;Beef - Montreal Smoked Brisket;54,8719;9;Medium;08/01/2017 0:32;Durable;False;0;Poultry
374;Jagermeister;49,3846;5;Low;05/07/2018 16:28;Durable;False;0;Beverages
378;Bread Foccacia Whole;90,7877;9;High;06/08/2017 11:20;Durable;False;0;Poultry
386;Sprouts - Baby Pea Tendrils;42,7112;10;Medium;02/16/2017 16:52;Weak;False;0;Snails
390;Seedlings - Mix, Organic;1,2956;3;Low;12/27/2017 5:33;Unknown;False;0;Cereals
396;Tea - Jasmin Green;36,9165;6;High;04/03/2018 7:53;Durable;False;0;Seafood
404;Pants Custom Dry Clean;65,028;1;Medium;03/27/2017 3:21;Durable;False;0;Confections
406;Shrimp - Baby, Warm Water;89,7999;9;High;07/13/2017 17:16;Durable;False;0;Poultry
407;Pepsi - Diet, 355 Ml;69,7674;7;High;04/08/2017 19:09;Weak;False;0;Meat
408;Blueberries;68,7346;4;Low;03/06/2017 12:48;Unknown;False;0;Dairy
415;Mussels - Frozen;8,0069;10;High;05/07/2017 4:47;Durable;False;0;Snails
421;Soup V8 Roasted Red Pepper;38,8096;6;High;04/25/2018 13:54;Durable;False;0;Seafood
424;Vinegar - Tarragon;85,8828;3;Medium;05/23/2017 21:37;Unknown;False;0;Cereals
427;Wine - Vineland Estate Semi - Dry;46,3252;3;High;09/17/2017 10:23;Durable;False;0;Cereals
429;Beef - Short Loin;57,6013;4;High;07/17/2017 0:41;Weak;False;0;Dairy
448;Gatorade - Xfactor Berry;76,8988;5;Low;04/22/2017 1:33;Unknown;False;0;Beverages
449;Nantuket Peach Orange;42,1414;4;Low;01/31/2017 9:11;Unknown;False;0;Dairy
451;Soup - Campbells Tomato Ravioli;93,5384;1;Low;09/16/2017 12:51;Durable;False;0;Confections
12;Ezy Change Mophandle;49,3356;4;Medium;11/01/2017 9:49;Durable;True;0;Dairy
14;Beef - Top Sirloin;3,3324;7;Medium;02/26/2017 11:40;Durable;True;0;Meat
15;Spoon - Soup, Plastic;32,442;1;Low;03/03/2017 9:47;Weak;True;0;Confections
16;Kellogs Special K Cereal;54,7246;2;Low;01/23/2017 9:25;Durable;True;0;Shell fish
20;Chocolate - Feathers;85,9011;3;Low;07/21/2017 11:13;Durable;True;0;Cereals
23;Crab - Imitation Flakes;79,0184;11;Medium;08/19/2017 7:18;Durable;True;0;Produce
25;Soupcontfoam16oz 116con;80,7666;10;High;04/09/2017 15:30;Durable;True;0;Snails
28;Sobe - Tropical Energy;12,3153;9;High;10/25/2017 4:23;Durable;True;0;Poultry
32;Lettuce - Treviso;96,4127;3;High;01/09/2017 18:29;Durable;True;0;Cereals
33;Beans - Wax;45,5551;10;Medium;02/01/2017 15:20;Weak;True;0;Snails
36;Table Cloth 54x72 White;69,2574;9;Low;03/04/2018 18:24;Durable;True;0;Poultry
41;Cup - 6oz, Foam;81,721;7;Medium;03/15/2018 16:02;Unknown;True;0;Meat
44;Wine - White, Colubia Cresh;48,5981;7;High;04/09/2018 16:28;Durable;True;0;Meat
45;Beef - Ground Medium;79,5324;4;Medium;03/23/2018 17:00;Weak;True;0;Dairy
50;Pork - Kidney;43,2864;7;High;04/21/2018 0:02;Weak;True;0;Meat
53;Cassis;92,6279;8;Medium;02/16/2018 15:42;Weak;True;0;Grain
54;Liners - Banana, Paper;53,5592;9;Medium;06/23/2017 3:31;Weak;True;0;Poultry
69;Raspberries - Fresh;87,6092;1;Low;10/04/2017 20:04;Unknown;True;0;Confections
73;Appetizer - Sausage Rolls;48,1907;11;Low;05/17/2017 18:53;Weak;True;0;Produce
80;Wasabi Powder;93,9752;2;High;02/04/2018 18:02;Weak;True;0;Shell fish
89;Beef - Ground, Extra Lean, Fresh;36,7281;3;Medium;11/26/2017 7:44;Weak;True;0;Cereals
97;Veal - Inside;24,7798;4;Medium;08/14/2017 20:39;Weak;True;0;Dairy
99;Mustard - Seed;27,4874;5;Low;12/27/2017 5:50;Weak;True;0;Beverages
105;Ecolab - Mikroklene 4/4 L;68,8789;1;Medium;01/17/2017 4:38;Durable;True;0;Confections
108;Pasta - Orecchiette;79,0038;1;High;03/01/2018 20:08;Weak;True;0;Confections
129;Chicken - Soup Base;67,2329;7;High;05/26/2017 14:09;Durable;True;0;Meat
134;Wine - Toasted Head;39,8545;2;High;08/21/2017 20:09;Weak;True;0;Shell fish
136;Vol Au Vents;24,3913;10;Medium;01/03/2018 17:33;Weak;True;0;Snails
142;Pork - Bacon, Double Smoked;24,7809;6;Medium;06/10/2017 6:37;Weak;True;0;Seafood
143;Watercress;42,6169;1;Medium;03/13/2018 3:29;Unknown;True;0;Confections
149;Zucchini - Yellow;98,4644;10;High;07/25/2017 1:08;Weak;True;0;Snails
151;Mushrooms - Black, Dried;93,5613;7;High;08/19/2017 10:23;Weak;True;0;Meat
154;Ice Cream Bar - Drumstick;24,756;4;Medium;07/06/2017 12:05;Weak;True;0;Dairy
159;Eggplant - Asian;92,1053;7;Medium;12/29/2017 19:41;Durable;True;0;Meat
160;Beef Ground Medium;54,6874;7;Medium;11/03/2017 18:39;Weak;True;0;Meat
174;Guinea Fowl;61,5047;11;High;03/13/2018 20:22;Durable;True;0;Produce
177;Coconut - Shredded, Sweet;69,1677;3;Medium;04/18/2018 3:11;Weak;True;0;Cereals
178;Pernod;52,3623;10;High;04/17/2018 20:14;Weak;True;0;Snails
184;Hersey Shakes;26,5776;9;Low;06/24/2017 16:30;Weak;True;0;Poultry
197;Mussels - Cultivated;13,0101;1;Medium;01/11/2018 0:39;Unknown;True;0;Confections
202;Bay Leaf;78,8778;11;Low;10/02/2017 17:35;Weak;True;0;Produce
217;Bread - Multigrain;96,52;8;Medium;12/21/2017 5:26;Durable;True;0;Grain
226;Chestnuts - Whole,canned;92,0872;10;Medium;10/18/2017 3:29;Durable;True;0;Snails
231;Crush - Cream Soda;68,3066;5;Medium;12/24/2017 16:29;Unknown;True;0;Beverages
233;Duck - Breast;56,6209;11;Low;05/04/2017 0:49;Durable;True;0;Produce
239;Soup - Campbells, Cream Of;7,6019;5;Medium;06/03/2017 20:05;Weak;True;0;Beverages
244;Beef - Rib Eye Aaa;94,0664;2;Low;01/04/2018 7:58;Unknown;True;0;Shell fish
249;Cookie Dough - Double;76,6201;10;Medium;06/05/2017 17:53;Weak;True;0;Snails
254;Soup - Canadian Pea, Dry Mix;77,7804;1;Low;12/04/2017 16:48;Weak;True;0;Confections
261;Chinese Foods - Chicken;22,0901;9;High;08/14/2017 10:12;Durable;True;0;Poultry
264;Juice - V8 Splash;49,4497;3;High;06/02/2017 19:59;Durable;True;0;Cereals
267;Grapes - Red;5,125;2;Medium;05/28/2017 6:03;Unknown;True;0;Shell fish
269;Wine - Blue Nun Qualitatswein;26,706;11;Medium;03/10/2018 14:14;Durable;True;0;Produce
271;Banana - Leaves;73,3954;5;High;08/13/2017 12:39;Unknown;True;0;Beverages
276;Snapple - Iced Tea Peach;49,2508;5;High;02/20/2017 2:02;Unknown;True;0;Beverages
279;Beef - Texas Style Burger;91,1828;1;Low;09/14/2017 3:43;Durable;True;0;Confections
281;Bar Mix - Pina Colada, 355 Ml;33,0839;2;High;08/06/2017 19:23;Durable;True;0;Shell fish
287;Bread - Italian Roll With Herbs;57,709;7;Medium;10/16/2017 23:41;Durable;True;0;Meat
288;Orange - Canned, Mandarin;78,8405;11;Low;10/07/2017 8:00;Durable;True;0;Produce
295;Ice - Clear, 300 Lb For Carving;48,7695;7;Low;02/07/2018 6:44;Unknown;True;0;Meat
300;Beans - Kidney, Canned;69,5694;5;Medium;11/16/2017 2:35;Unknown;True;0;Beverages
304;Banana Turning;72,1984;5;High;06/27/2017 18:42;Unknown;True;0;Beverages
315;Wine - Gato Negro Cabernet;93,8047;6;Medium;01/07/2017 21:32;Unknown;True;0;Seafood
329;Pork - Loin, Center Cut;39,3496;6;High;04/05/2018 15:03;Weak;True;0;Seafood
334;Ecolab - Lime - A - Way 4/4 L;21,6133;7;High;03/08/2018 1:07;Weak;True;0;Meat
336;Broom - Corn;71,9241;2;Low;06/19/2017 19:15;Durable;True;0;Shell fish
337;Bread - Rye;83,5373;3;Low;06/21/2017 5:50;Durable;True;0;Cereals
340;Veal - Sweetbread;28,2349;3;High;04/04/2017 3:41;Durable;True;0;Cereals
341;Bread - Roll, Canadian Dinner;90,2641;1;Low;09/19/2017 11:29;Weak;True;0;Confections
346;Cheese - Parmesan Grated;17,1914;1;Low;02/15/2018 6:50;Unknown;True;0;Confections
347;Pail For Lid 1537;94,6253;8;Low;02/01/2017 11:34;Unknown;True;0;Grain
349;Puree - Mocha;86,9086;4;Medium;02/21/2018 5:37;Unknown;True;0;Dairy
350;Isomalt;82,83;8;Low;02/02/2017 16:32;Unknown;True;0;Grain
358;Cheese - Boursin, Garlic / Herbs;84,7111;9;Medium;09/02/2017 16:14;Unknown;True;0;Poultry
363;Cornflakes;48,7712;11;High;09/06/2017 5:29;Unknown;True;0;Produce
370;Muffin - Carrot Individual Wrap;21,8806;4;Low;11/28/2017 2:16;Weak;True;0;Dairy
372;Wine - Two Oceans Cabernet;6,2824;3;Low;01/22/2018 14:32;Unknown;True;0;Cereals
380;Wine - White Cab Sauv.on;85,9743;4;High;01/05/2018 16:38;Unknown;True;0;Dairy
388;Table Cloth 120 Round White;13,5389;1;Medium;11/21/2017 2:10;Durable;True;0;Confections
395;Juice - Lime;91,7833;1;Low;10/22/2017 15:46;Weak;True;0;Confections
399;Berry Brulee;50,9114;6;Medium;08/04/2017 5:33;Unknown;True;0;Seafood
400;Carbonated Water - Blackcherry;18,1495;1;High;08/30/2017 20:41;Durable;True;0;Confections
405;Pastry - Raisin Muffin - Mini;0,4278;11;Medium;11/25/2017 8:12;Durable;True;0;Produce
411;Durian Fruit;42,0489;6;Low;11/03/2017 17:26;Unknown;True;0;Seafood
412;Lettuce - California Mix;16,0456;5;High;04/27/2018 12:54;Weak;True;0;Beverages
416;Baking Powder;84,6763;10;Low;03/31/2018 14:46;Weak;True;0;Snails
418;Truffle Cups - Brown;92,2516;2;Low;11/12/2017 6:58;Unknown;True;0;Shell fish
420;Whmis - Spray Bottle Trigger;69,9163;9;High;04/15/2018 14:06;Weak;True;0;Poultry
434;Cookie - Dough Variety;71,1551;7;Low;02/18/2017 11:07;Weak;True;0;Meat
435;Salsify, Organic;32,6109;8;High;12/02/2017 21:15;Durable;True;0;Grain
447;Salmon - Atlantic, Skin On;3,4198;3;High;04/12/2018 5:11;Unknown;True;0;Cereals
1;Flour - Whole Wheat;74,2988;3;Medium;02/16/2018 8:21;Durable;Unknown;0;Cereals
2;Cookie Chocolate Chip With;91,2329;3;Medium;02/12/2017 11:39;Unknown;Unknown;0;Cereals
4;Sauce - Gravy, Au Jus, Mix;54,3055;9;Medium;07/16/2017 0:46;Durable;Unknown;0;Poultry
6;Wine - Magnotta - Cab Sauv;79,7184;8;High;05/25/2017 15:08;Unknown;Unknown;0;Grain
9;Rabbit - Whole;84,4219;11;Medium;06/17/2017 12:12;Durable;Unknown;0;Produce
17;Wine - White, Mosel Gold;43,9182;10;Medium;03/01/2017 14:03;Unknown;Unknown;0;Snails
21;Kiwi;46,7252;7;High;05/09/2018 8:59;Durable;Unknown;0;Meat
40;Cocktail Napkin Blue;8,9372;8;Low;06/28/2017 3:05;Unknown;Unknown;0;Grain
51;Wine - Crozes Hermitage E.;81,0134;11;Medium;05/16/2017 18:38;Unknown;Unknown;0;Produce
60;Pepper - Paprika, Hungarian;31,6949;2;Medium;09/29/2017 18:42;Weak;Unknown;0;Shell fish
63;Cake - Mini Cheesecake;56,2689;9;Low;08/18/2017 11:59;Weak;Unknown;0;Poultry
71;Cheese - Wine;74,4076;6;Low;04/04/2018 19:24;Durable;Unknown;0;Seafood
78;Wine - Magnotta - Belpaese;30,4202;4;Medium;09/18/2017 14:49;Weak;Unknown;0;Dairy
81;Cookies - Assorted;86,6483;2;Medium;02/08/2017 16:40;Unknown;Unknown;0;Shell fish
85;Cheese - Parmesan Cubes;86,8857;7;High;11/06/2017 0:50;Durable;Unknown;0;Meat
88;Remy Red;91,996;2;Low;12/19/2017 11:49;Durable;Unknown;0;Shell fish
92;Wine - Red, Colio Cabernet;60,2161;1;Low;09/13/2017 9:25;Weak;Unknown;0;Confections
95;Beans - Kidney White;46,3913;1;High;12/02/2017 5:24;Unknown;Unknown;0;Confections
103;Cream Of Tartar;72,7534;7;Low;02/22/2017 7:26;Unknown;Unknown;0;Meat
111;Scallops 60/80 Iqf;34,9061;11;Medium;01/13/2018 17:45;Durable;Unknown;0;Produce
112;Browning Caramel Glace;81,7943;10;High;02/15/2017 13:31;Weak;Unknown;0;Snails
117;Ketchup - Tomato;68,638;11;High;03/27/2018 18:48;Weak;Unknown;0;Produce
118;Garbag Bags - Black;65,967;9;High;05/02/2018 18:40;Weak;Unknown;0;Poultry
121;Muffin Batt - Blueberry Passion;6,0976;11;Low;02/03/2018 23:46;Durable;Unknown;0;Produce
123;Oil - Shortening - All - Purpose;48,1487;4;Low;02/15/2018 19:59;Unknown;Unknown;0;Dairy
133;Beef - Top Sirloin - Aaa;2,9327;11;Low;01/30/2018 8:59;Weak;Unknown;0;Produce
138;Rum - Coconut, Malibu;52,6367;7;Low;02/24/2018 19:02;Durable;Unknown;0;Meat
161;Longos - Chicken Wings;64,6118;10;Low;08/18/2017 7:32;Weak;Unknown;0;Snails
191;Hickory Smoke, Liquid;10,283;10;High;04/30/2017 14:25;Weak;Unknown;0;Snails
